epoch,loss,val_loss
0,0.7830730246173011,0.4984092352290948
1,0.46380886076777067,0.43873191252350807
2,0.4229307151227086,0.4132324929038684
3,0.3924941667528064,0.39466466878851253
4,0.37779281219398536,0.38777170951167744
5,0.36504634821580517,0.3848816441992919
6,0.3562759674947571,0.3877842923005422
7,0.34408450719934924,0.367789884408315
8,0.3367496553670477,0.3635477051138878
9,0.3260350978622834,0.37562775363524753
10,0.3224529059672797,0.36908886457482976
11,0.31613763773606884,0.36683356886108714
12,0.3100513666178341,0.34884551415840787
13,0.30541205813211425,0.3665555727978547
14,0.2966293965086893,0.36409683898091316
15,0.29456084256094917,0.34834384731948376
16,0.2868875574182581,0.35136186331510544
17,0.28238938479787773,0.3562321650485198
18,0.27810101376639473,0.3428838861485322
19,0.2726693105780416,0.34574263108273345
20,0.27198209882610375,0.3556054141372442
21,0.26621014762807776,0.34957656885186833
22,0.26377693060095664,0.34102233313024044
23,0.2589476073367728,0.34703520499169827
24,0.2565191734444212,0.3394453364113967
25,0.2523532253172662,0.3388241504629453
26,0.2502003228636803,0.35283050251503784
27,0.24855978800742715,0.3368425189206998
28,0.24263395017219913,0.3457939277092616
29,0.24164263959284182,0.3420984639475743
30,0.2370748442977115,0.343595619002978
31,0.2329269935273462,0.33428093542655307
32,0.23339469075478889,0.34403007104992867
33,0.2255399853542999,0.3544626285632451
34,0.22390380543139246,0.3541024699807167
35,0.2201557066981439,0.34689165838062763
36,0.2217448096446417,0.359123807400465
37,0.21841727407580172,0.34765590851505596
38,0.21405452017292934,0.35327749823530513
39,0.21379128395131342,0.3633235227316618
40,0.2089537982656448,0.35792911797761917
41,0.20851681091719204,0.3598250343153874
42,0.20771815548478453,0.3596219525982936
43,0.2058330656684659,0.3766700016955535
44,0.19892713092957381,0.370634526014328
45,0.19884819123480055,0.3551096599549055
46,0.19639887560710864,0.3692120375732581
47,0.1976001207475309,0.3678578032801549
48,0.18932132053844355,0.3854601327329874
49,0.18957199859950277,0.37033295072615147
50,0.19380464629028682,0.3847269391020139
51,0.19215106277692098,0.37308728074034053
52,0.18289168227325986,0.3734194791565339
53,0.18029445571893896,0.37130764809747535
54,0.1837114911802389,0.36813992199798423
55,0.17787529980004937,0.3794074139247338
56,0.1792136169280167,0.3700114643822114
57,0.17704171487302692,0.39860957860946655
58,0.1715235052699292,0.3986795134842396
59,0.17294861555651384,0.381095760812362
60,0.1717781132363059,0.39244375998775166
61,0.1714354188836835,0.37924145100017387
62,0.17077821941563376,0.3935696830352147
63,0.16568385585452672,0.3952432492127021
64,0.16530620686157985,0.3916611870129903
65,0.16278172956986559,0.43204267260928947
66,0.16115624709399762,0.41428253799676895
67,0.16246896944250222,0.4204841883232196
68,0.16092808417010088,0.4115838998307784
69,0.1586916285601479,0.40635847486555576
70,0.15597085340845365,0.41381439194083214
71,0.15551127772778273,0.4289921460052331
72,0.15522960707959202,0.4147563309719165
73,0.15099200792610645,0.4046831627686818
74,0.15143277271892186,0.4122016541659832
75,0.1528178732842207,0.4284400747468074
