epoch,loss,val_loss
0,0.7612617427000293,0.49994831532239914
1,0.4700204063620832,0.45634328698118526
2,0.41913788075800296,0.4171518621345361
3,0.39571120493389944,0.39195533841848373
4,0.3752252611987017,0.39138391862312955
5,0.3616465826139406,0.38875072697798413
6,0.35029901743487074,0.3732931266228358
7,0.3421303294599056,0.4052818963925044
8,0.334239659761941,0.36690817152460414
9,0.32284288708534503,0.3564033694565296
10,0.31471199825130125,0.34702207955221337
11,0.3102686016096009,0.35380082701643306
12,0.30321503430604935,0.37299466505646706
13,0.29833758877659283,0.3504121607790391
14,0.2910324284047992,0.35087891668081284
15,0.2869798788731849,0.36132633313536644
16,0.28036247435267325,0.3566412106156349
17,0.27968042178286445,0.34615729625026387
18,0.2731345909199229,0.3430194929242134
19,0.2686800384135158,0.3530935396750768
20,0.26745074304441613,0.36702001591523487
21,0.2636997012628449,0.3435056923578183
22,0.2567412747691075,0.342217393219471
23,0.25338658807730235,0.35159923632939655
24,0.24827938847657707,0.35230092393855256
25,0.2467822405613131,0.35928352177143097
26,0.2461378830312579,0.36591488495469093
27,0.23889759327802393,0.34438051159183186
28,0.23566357581013883,0.34609412339826423
29,0.23466603071601302,0.3568689866612355
30,0.23231987275735097,0.34901911206543446
31,0.23303812242078562,0.3434036038815975
32,0.22618624571434878,0.3459535650908947
